X,Y
-896.7126842966528,453.69280164553845
-898.574256716368,454.3886685430153
-896.954882208237,452.9400125227761
-897.4124334537819,453.7354486636746
-898.8239844150513,453.4810059790465
-897.8715233677432,454.5129987778405
-899.2519150127516,455.20311776425586
-897.8758270094058,454.70623364104927
-899.4677331592238,453.1407260755857
-899.1474679107782,453.90010046405973
-898.4270729874138,455.33031664486447
-898.1472803667211,454.06281073674427
-897.759844340742,453.03631595793547
-898.4703810593585,454.83059104464377
-896.2492629016027,452.942331706794
-899.4488856706017,455.2795294891621
-898.1333687180098,453.5985193204378
-900.0779036204859,455.9867496056809
-899.1286096731627,453.62757125622613
-897.0936293345305,453.05107914667366
-898.728593075711,453.49829323766335
-898.2444725162319,455.2640711282694
-898.6699019668669,453.51433565317535
-897.822006478247,454.9472443725202
-898.7729672536545,454.69649037182285
-896.5117393067972,454.3602910176001
-898.1865101152597,454.3457483941225
-896.6075205353623,453.4958654485995
-896.981164985747,455.15266130205373
-898.6425091458558,455.223688968149
-897.6602077699145,454.5955126851441
-897.666964996554,454.4004481308205
-898.3638856416865,454.0584570840408
-900.3230224570639,453.27120100303114
-898.1458125527058,453.42120783463554
-898.5177592947356,452.8276655095692
-897.4714652279374,453.4095555386149
-898.6731862176418,452.4996946881559
-897.3572791523234,454.4674712079373
-898.8155435572206,453.3409184661384
-898.5578947550175,455.10299100188377
-897.8678054148984,454.7963330767092
-897.8059739651231,453.67869933929904
-897.8620261239232,453.7310902740175
-899.1552359636203,453.24381827224175
-897.3702337950284,454.41535072160866
-898.3711248769009,453.5144926422417
-899.3721822685774,455.39839996771707
-895.9733926660747,453.3421805072601
-897.7215221288214,455.304151435753
-897.450206118168,453.71840673993813
-896.4751973522377,455.1382856691082
-897.7886476525392,454.1731907571911
-897.8887844344904,453.096845593298
-898.184271702095,455.1816712591648
-897.6799341797813,453.68782370158374
-896.8763182372464,454.1901121279622
-898.037703665614,454.52744683136206
-897.8894034433938,456.0198189175597
-898.9511868129157,455.1435535988366
-897.9969990429008,454.57981571881083
-897.8572993194334,454.39595162262475
-898.6476661044003,453.221242043398
-896.074168999384,456.3879223489129
-897.8610990275458,451.8377212484772
-899.2918151877336,454.9484084558623
-898.7840003726324,454.5539774369712
-898.9214655541789,455.0885426199643
-898.4276635556641,452.20644789849615
-896.9145367017243,451.566538575147
-897.8979070135819,454.46507817626764
-897.0380712758018,455.3233996419742
-899.4949238119323,453.99630532636513
-896.495309704258,453.85212744901924
-899.0469454910335,455.97020310807517
-897.3406064243164,454.8855139660349
-897.5418004909505,454.35122520429644
-898.3633007854986,453.6582560841065
-899.2198022361815,453.6771663036815
-899.6596695075067,454.5197113536394
-899.088868891982,453.8803140129472
-899.8095656054716,453.05355580624047
-898.4816752395589,455.333392467964
-899.1239481454822,455.87403328256687
-898.4179518614259,453.3051726264758
-896.825232838657,453.55596370759014
-898.1344864270005,452.795708837995
-898.9679204720974,453.4577516699267
-896.7813087942269,455.09089839035875
-898.5670045779065,454.62931660828633
-899.6785175842974,453.6156846772528
-896.4260468899246,453.0105952159947
-897.698972507319,452.14494590008803
-898.4402470110788,453.9565869224367
-900.1449190558733,454.4674021349813
-897.3821930308405,454.6323109099056
-898.5368569701036,452.4471754282305
-898.2827118778127,454.08128024778904
-898.7897966621824,453.3373475792153
-898.3723318965477,451.8760959362515
-898.0275889466343,456.20414879068164
-898.1543707848534,454.7105316393413
-899.599781984043,453.8251323275186
-895.5178863911823,453.4898430715343
-899.8287616815311,454.23880537425754
-897.3713017582771,451.95121579796637
-899.3294986218677,454.09314555980484
-899.0161215835446,453.28127690256014
-897.5939590460702,453.66362439279567
-895.9001344055579,454.1977557507228
-896.4354854802327,454.02979644811063
-897.3452501057805,453.9691122139095
-898.1817065758036,455.2703711822293
-897.8368326913012,454.8615024994157
-897.3435412513919,454.5061227206561
-897.8325531842725,455.34672753811486
-897.2489815634038,453.4017038370565
-898.3650779881606,453.29166847550874
-897.4550408735075,452.79470540289367
-897.6202079232648,454.8227655681135
-897.8530569596622,455.4228462375262
-898.4459601354419,454.5819068320006
-896.8076814613196,452.44404242885156
-897.3438567243101,455.3741744389839
-899.3372137871944,452.20387225982165
-897.6469634244157,452.5331504096381
-898.7350938404556,453.27300485315
-897.4943899813172,453.89393403813114
-899.0540227903161,454.457585539496
-898.1220104646087,456.2966146624609
-897.2642794568235,452.7546278306928
-897.0119334856905,451.6993801270905
-897.0513284320166,454.5744763256317
-898.5563566899326,453.7137067475234
-898.2955982311473,453.9159292115
-898.7750553140316,452.8926104064101
-898.2084517974315,453.54801099913493
-898.6376710189505,454.21546795149067
-898.2723530859705,453.3967675259169
-897.9470497000906,455.3458370633701
-898.3456550495762,453.9867568854242
-898.4733257730921,453.06403066951907
-897.8012159430004,454.1747254430716
-897.7588325303336,454.4661397996914
-897.8081460169582,453.4936153126051
-899.2916094443605,455.9115729895495
-897.6338586264576,455.7326784542806
-897.2512605239078,454.49036873127557
-899.0866773684936,454.73439847002845
-899.0766798351118,452.73633942445866
-898.3674049803458,454.4287614897849
-899.7249759374904,452.03087190981245
-897.3314608666801,454.52194813036164
-897.8049438520178,454.04021164343953
-897.6128050853965,452.8566205286596
-897.4834863750219,453.71560429911364
-897.6650519983078,454.53450012095675
-897.9744233110353,454.56313422689334
-898.0754265615067,455.0562157041611
-897.9821868626342,454.4481019776167
-897.4731694161142,455.78539475393626
-896.7136403125257,455.41540716611877
-897.4228907533836,455.2699101589521
-897.6402125945631,455.19953874233136
-900.334133287303,454.5022596938728
-897.612728192325,453.5164961697643
-898.0826484953478,453.93174118610915
-897.8871193494676,453.1992948651623
-898.9557354287331,453.612644209809
-899.325353978323,454.13847330306834
-897.4970229931408,453.10101619708604
-897.9326130732514,453.1010027591712
-898.2506816443179,453.51941931614033
-895.0048247211046,454.5142218194987
-896.3792920642217,453.3968767586714
-896.1049168546841,454.333357974223
-900.0797725790271,453.4202777876572
-898.7326737931851,454.14290309911337
-898.4518205564431,453.4738360230709
-897.283324994526,454.426798833985
-899.0099319950955,452.8259471771762
-899.2644986021727,453.1847022326421
-896.039174392635,454.25487669484954
-899.8178619683036,453.00716663492557
-896.6814948655727,453.7129218178626
-898.2342060644728,455.1157959367523
-897.876395222584,453.5868508938885
-898.594507123688,455.9433315107976
-899.7964331920326,454.7335490588132
-897.3913207905747,452.0707010428349
-898.6959615363988,454.096079482883
-897.8978492889006,452.44693255591824
-898.3250651272745,452.8314125292181
-899.215876257063,453.52744826553953
-899.0378366631646,453.209895504607
-896.8292588484636,454.21465823375377
-897.5366627109917,452.8089838441368
-896.9534888162144,453.43050374660305
-898.0182489085664,453.41143240998736
-898.990871252435,453.1612943679812
-898.0731524778546,454.5768297241212
-898.2663384254082,455.6155644952834
-898.7593898046497,454.33602976666714
-898.2379676410992,454.6458734189853
-897.1526198213526,453.3813097560048
-899.6733291798678,453.2017577191645
-898.8944825832319,453.5537330765772
-899.0763888774917,454.558169209975
-899.5424316697971,453.4935015647023
-898.5758429786661,454.0938884834729
-899.2267612924487,452.9293151383651
-897.9415727618073,454.6627568300253
-898.8065081119712,455.0119266507122
-897.1596043479816,454.20191444310075
-898.1376995144493,454.13481353789064
-896.9977484871137,453.30279669009525
-898.1133322592475,453.761701696439
-898.3476906941139,454.3518870336289
-895.6427468560128,455.4557637328577
-898.6943181124881,454.6919107707336
-897.7398401964789,452.8687740907021
-896.8958608231771,453.08518367320767
-899.1981752939921,453.1494392238487
-898.966833031496,453.1693471454133
-895.9321489147528,453.4517454931477
-898.4828574512014,455.161234653311
-897.9086362092517,454.6062475705038
-899.5309805517944,453.66990440713573
-896.3127770302126,455.4352014955211
-899.0116889284824,455.4991333461438
-900.0312333557155,454.7804394665039
-898.6738585556129,453.55539080085305
-897.1347252048962,452.2654673274952
-896.5203573266116,453.6086769083322
-897.0240348939802,454.4562232188107
-897.9740098946005,454.3874855067784
-895.6321015425727,454.54957202893405
-897.8647320167589,455.10592141468715
-900.1000318986157,454.8733276325096
-898.525928235949,454.34427944493194
-897.7538154639014,453.66077659891107
-897.8914730512207,455.06985184773237
-899.5320112535048,453.6453382846035
-898.711740107344,454.26151950782975
-899.343281635762,454.9140958413143
-898.9354657520979,452.8140901988196
-896.3318973417188,453.7490345974654
-897.8178175581976,453.1209298317074
-897.5721088188749,455.5603775805985
-898.8467418045018,454.60661108376706
-898.4138587653766,455.0678009522613
-897.6074802597066,453.5852349247642
-899.0012708444848,453.4150460273038
-898.7014451053009,454.8023255982682
-898.7927349268972,455.7766770381893
-898.5448436220115,453.6621246442589
-896.8596550627249,454.70335485057154
-898.983119911075,454.16215728217946
-897.7157605065296,454.116107669419
-897.7940166516619,453.9667704135069
-898.7877682099999,454.8655392005173
-898.989533996416,454.54407371736244
-897.8908971399076,454.6297330731603
-896.5253878387933,453.0433321132736
-897.0588620046644,453.86767819783444
-899.533606651443,453.2712237837245
-899.916373071358,455.7707324332526
-897.4986941000374,454.4007963291266
-898.2189973423325,455.3681004995719
-896.7959974611672,453.22732444680315
-897.4685249603989,453.69115498567675
-897.7327326788649,453.67805346578353
-898.1065791077875,453.3784135475434
-898.2440522609617,454.4286509529735
-899.1557873398623,454.41045572818075
-897.7124236887041,452.9543780270437
-896.1309738467519,451.6488468207692
-897.332534930888,453.86321427632146
-900.6426723637643,454.2013162353009
-898.0574202262583,451.9750659026945
-897.6139027259314,453.16283513262266
-897.9389838769747,454.7045576951496
-898.2086006567021,453.06559802946003
-898.0959473261579,455.1053904944977
-898.916257921671,453.47712310839864
-897.4052492389931,452.3940590375818
-896.7265865558833,452.7723094716217
-896.2575299083211,454.29897568050154
-898.4130517796377,452.9126298293882
-899.2664402210938,455.2283489451892
-899.4260578812888,452.4898310865926
-898.5320033745967,452.8223242318788
-898.6212507903077,454.23366480178566
-898.7062613388867,453.52049662559176
-897.7738901205676,453.89925801473584
-898.0369581901035,456.2812918359209
-896.2702702170936,452.7873685343043
-898.3923616547562,454.616215089822
-897.8444615879793,451.5263671549689
-899.3398424379909,454.5885916481961
-898.7045382917797,453.51270692317104
-898.0828333186507,454.66220851992335
-897.5115180987117,451.8344435108815
-897.9730707736805,451.777699593011
-895.8859824884703,454.70009737572764
-898.0926241990637,455.99406302729597
-895.7687879372357,453.821350488107
-899.507213331681,453.4884457384061
-899.0510136594413,453.2629539372126
-898.9580765991353,454.54930638113166
-896.4973448040224,454.25556778325046
-897.9960758682864,453.5720092446862
-896.7417920297665,453.566469591667
-896.842160818349,454.33338684934694
-897.81808066232,452.71567350559934
-898.7661341419383,455.67570368489453
-899.0022529000562,452.80603483798825
-898.5399644634343,453.9480347370397
-898.7997459605508,454.12909681250943
-899.4852186311448,455.84853846537453
-897.4142045414892,452.21500829459296
-897.8506482674486,455.05565340189037
-896.9521874206716,454.48936777992617
-896.6994730890008,453.078655355804
-897.9604387777484,454.6503623127994
-897.2627320793076,453.9716442603897
-899.0836303583272,452.8901546123062
-899.9220170051195,453.6152936001182
-898.2476051166342,455.25177534761383
-897.4784953783274,454.0707566010842
-897.6241485917338,454.0280949987369
-898.3845275706152,453.0197606405185
-896.7870240201858,455.6251726985703
-897.060120472484,453.83258588169815
-898.1808684768922,455.21675824407356
-897.0498115987178,454.83468691760936
-899.0959816664333,455.26298407853807
-898.6530860409702,452.0892047776036
-898.1686846483642,453.0518956747574
-899.883064295626,453.0143316573129
-898.8896387075914,454.518026210533
-897.2891338555787,455.21706831466486
-898.5065348104009,454.97300623177125
-897.8220941780454,453.96204751143006
-898.8415102941558,453.48880631202485
-898.7739502453395,453.51563405428334
-897.6282601879967,454.3253454241442
-899.5402853180962,455.70186660339556
-897.9038360150087,454.14283234778566
-898.485681731917,454.3549738782428
-897.5368757690022,453.7078081259315
-897.2768463427512,454.1350383373094
-898.7499354706783,452.3943651401886
-896.0892301132827,454.3917164388749
-898.0276687893895,453.86962373803664
-898.4174246287096,453.94393166635064
-898.5887676902843,453.5440839785027
-898.4063749775197,454.3856849838617
-898.2648070986078,451.4676740020772
-898.931487181565,453.07567872682716
-898.9134821953335,454.16774353622185
-896.4165915713554,453.95941854164425
-898.7766157484454,452.6816529592975
-897.040123149489,454.7062580278045
-896.9798623027554,452.46203037159626
-897.2420233837444,453.7236066162394
-898.0343315709184,453.2820208319488
-898.8103443944597,454.17433786212536
-897.6762057855119,453.7348311918258
-895.7605023607266,453.1654193384246
-896.5264454917052,453.63057207540686
-897.4103913244192,453.6256302267325
-899.4272470322717,452.5881918319833
-897.1146659279269,455.09966380339296
-898.5055828698614,454.13175713190356
-897.9211307903398,455.7655671172457
-897.4085920952405,453.723579097751
-896.0386742707815,452.11487191999237
-898.5058086570522,454.03917288312994
-898.5708332680915,453.28463000650066
-898.329921215715,453.56462078516284
-895.5298708063611,453.729927113727
-897.83359450467,453.73612266465034
-897.0697080900511,453.000661241645
-897.8489926696119,454.479592198174
-899.211360555801,453.60894679151346
-896.9226189110408,452.2566216729709
-897.072960117317,455.0521498576495
-897.2327243114031,454.1136497118136
-898.7380835610264,454.24940525391725
-899.1895736988678,454.26764638007063
-897.0939288889012,454.3167504041577
-896.3869555510835,454.55475722110197
-896.9544635785047,453.31889473771105
-897.1275802671937,453.82343753879127
-898.2586546407456,452.99698453998866
-898.7990910592977,452.89799637630637
-900.011443136436,453.6334951611441
-897.6946709662393,454.9354876667163
-898.863179296748,455.4117967933168
-898.3468971495581,455.3271648712421
-896.9783729749212,453.1482401848203
-899.0704996228972,453.3604742485225
-898.057427657773,453.4229570254012
-898.3726407311433,454.7799092471923
-897.4899684206725,455.0887396131344
-896.5600244006024,453.5254509160706
-897.9056619867149,452.2855280670007
-896.0449944656849,453.5248824390152
-898.8730375631357,454.0765863204124
-896.8144780599073,453.2378101215171
-897.776645744674,452.10941924894945
-896.9758034496438,453.40047930841916
-897.4467846321775,455.89543908512564
-895.2071289697003,454.477331474605
-896.5539159634986,453.9732922810082
-898.9432761504008,453.51966397625245
-898.348845191885,452.8931283855363
-898.9344063210707,456.16087505063336
-895.9120866073745,455.31199636659693
-897.6164020529651,454.94793407840666
-896.3931643849994,453.71715741051406
-898.9631431504371,452.46471071359423
-897.7378709065446,453.1246975496477
-897.6045519149626,453.67373676497556
-897.3916004510022,454.21894292412907
-901.3017333367171,455.0632000388832
-896.9577618514382,454.2060042132038
-898.838034274467,455.6327112087279
-899.2602407673872,453.278874583151
-900.4607805228284,455.9980614167318
-898.0662268163795,454.08965562685665
-897.5459834091536,452.3689145679525
-897.81015558953,453.29551327279205
-899.9414324374358,452.6931276348431
-898.5441569634949,452.80896681237283
-897.3832426431641,454.27192145282004
-897.809860702869,455.4852844481805
-896.8606745207705,453.642166679086
-897.9710417329811,453.6886396241529
-898.6210700595524,453.46052148185464
-897.2104029974345,451.9069417656852
-897.9658584820411,452.71447809727334
-897.3706974785778,453.35029014194043
-898.8184222061494,454.24743293911075
-896.3960225867078,453.0046813121243
-898.4667401473611,453.38279908726645
-897.387222262997,454.8679043660328
-898.299559537999,452.3281734661074
-898.2549315025512,454.42926150228107
-897.9449701847008,455.63734244994276
-896.7196240240111,454.9134609835707
-899.3422616565856,452.58163142888174
-896.752162402291,455.0090572180452
-898.4522641051232,454.84791447944457
-898.5007319819019,454.7974336981597
-898.4052499786933,453.56105581629856
-898.4517642706586,454.68759831913326
-898.009815715576,455.00091804428126
-898.6757603511023,455.2875242702705
-897.8546011876384,454.6538211962675
-898.3935472426288,456.1730845035478
-900.8623496449472,453.7658314438793
-898.484170535504,453.7638062527176
-898.1730657384197,455.6515599119638
-898.69504844727,454.38385890143974
-896.8628867866133,454.5731064201969
-899.5492986581721,454.73982748940705
-898.724905661291,454.6132079030736
-898.9078755358057,454.0382260939747
-898.7231159813063,454.90712793243887
-900.4367099901183,454.9683880820392
-897.3459512902658,453.79883466645754
-898.4043468045485,456.280211009325
-898.5187791423283,454.0470869887469
-898.3012435163225,453.15766977061867
-899.6854573675146,453.17014246764137
-898.4024856428643,454.6436035609241
-896.9886605252696,453.3412361247165
-897.4920816252534,453.9381775902159
-899.6262344551853,454.3705116365172
-898.607810612351,454.47408833716986
-898.1080487910853,453.0483858505963
-898.42085945314,454.0489264086276
-896.9279604535457,454.993681232
-899.1009820022102,454.8511742107043
-898.2290720727816,455.3156220520682
-896.9721121085876,454.0103046815078
-897.0458413357077,453.16784438423633
-899.0451605904893,455.1439797169634
-896.8894960092941,455.9803220640012
-896.5342383497714,452.2229821145833
-897.9152104289841,453.8461462668092
-899.97598349311,453.02594433138313
-899.7822192885674,454.32249161241754
-898.1575553946202,454.40186143584987
-897.5152948371024,455.2665765511531
-898.8125731663451,452.42100886383844
-899.4046873597658,453.8124810133724
-898.8973034830507,454.7527201891285
-897.2286540927071,455.48141675685054
-898.4448775459314,452.50635562428573
-900.1048267194777,454.02502901119624
-898.6801491034511,455.3097263237473
-897.8178043981407,454.1937126824304
-898.99041025237,452.37782014635815
-898.2691615553214,454.93450950176583
-898.5719075209273,454.00020960755603
-898.9833650488855,453.25804984542106
-898.1571522438112,454.17668815830325
-896.2380776391296,455.5627954725694
-897.860042426658,454.20493259214714
-898.1072278434405,454.5473541620726
-897.2572198528926,456.39399629841375
-898.9776439798674,453.06705812605907
-899.5275614413672,454.8356879565747
-898.1175576885066,451.7188407565798
-898.8363529977746,452.6656087782721
-898.8975786368281,454.2326021922804
-898.0823190200944,455.636119949719
-897.994697339603,453.1439350788514
-898.5867572071858,453.36278588044246
-899.8587699543483,453.8543371749451
-898.2827314651923,453.9242820530936
-896.6732590395628,453.4749624341053
-895.7793845499453,454.28131832217593
-896.1776575618202,453.27715165005964
-897.9405652784668,451.9998678138314
-896.6998689430333,454.2583625447753
-897.3206954253382,454.6231509926923
-898.0313744726594,455.369394677023
-897.0315472678541,452.3125960824188
-897.4938417811991,454.9380596858194
-896.8869326408591,453.7676043205641
-898.4931395364586,455.56280865287437
-899.3557548514336,453.1104517848692
-897.3779180702977,455.1024666441565
-898.0095397914703,454.32013240556955
-898.8449556044956,453.6304057954686
-899.0555352533286,455.8813188605065
-898.547122987264,453.41908898321464
-896.7104673190099,455.1602971992609
-897.5604452531036,454.546419700691
-897.2281424246559,454.16816442916604
-896.4066256504581,456.300649753132
-899.0834164373149,456.2371945864814
-899.0487052694177,453.55682251626985
-897.7987368278413,454.1663691748682
-897.2244766862258,454.34444493394955
-898.9063626041175,455.29561430153
-897.8077748590683,454.90255379648033
-899.3210084014387,455.4844468452302
-898.711270107327,451.8673435384654
-897.4002447492255,454.0865497840912
-898.2702637387426,454.4344369891472
-898.4148784645993,451.655346173596
-899.2792451059864,452.9976547744077
-899.0057330288035,453.2601173056807
-898.2922204261316,454.74347472768085
-897.0006264901814,453.87555296092813
-898.3912245901852,453.8697220174945
-897.681583223459,455.1848006949445
-898.0762039561462,452.23351173169476
-896.3655270504252,455.72548783185357
-897.2969609325028,454.0447265049523
-897.7035069193927,455.94636228882706
-897.4195422267073,454.09923421835316
-897.9415824691428,454.0000185245578
-897.0363156990147,453.65244039739025
-897.9638822770453,453.8933407101298
-898.8583954584757,456.1350745205246
-898.4895804627345,452.37121113899366
-898.3832267955166,455.22058333082987
-898.4463258778197,453.6477651402915
-897.5859675638421,453.5409766975122
-896.6292505617447,454.92253657794873
-895.586773482922,453.8802989436207
-897.8442643629259,453.9306304119767
-898.2533294941305,455.3218612489182
-897.4162653022033,455.3415099940332
-898.4668697749315,455.6836954455616
-898.8308772747524,452.91349994218933
-898.9182387629357,455.33987600548414
-899.2187865155297,456.77209935612734
-896.9705765901105,453.7037093236324
-896.5158788431979,455.02845438869934
-898.4339758010896,454.6126853832236
-899.5593692059294,453.7749714589595
-898.2763234412774,453.798324714801
-897.2262648596172,454.4332910644028
-898.6245292954928,452.3557925144431
-898.2787800186094,454.81415618453775
-897.0108136949955,453.91296541378443
-897.9879417685577,454.7238646557407
-898.2630935721477,454.35608197047287
-899.8347258218271,455.21492306842754
-897.5677426006419,452.5396162330636
-898.5995022777424,456.4514198740153
-898.8113655090216,453.2423588541221
-898.2832380708863,454.70985806049447
-897.98931872497,455.7053221282062
-899.5342263973841,454.2679171123796
-897.6976085333438,453.8315602636108
-896.8050187431274,455.2728295621411
-898.5506521862993,455.607239808588
-895.974076463318,453.8364529225727
-900.4913904865593,454.9243309651559
-896.9126740791189,454.1400853848456
-897.8513241439333,452.3818840095582
-899.1647214045507,455.05854704635107
-898.1373495352423,454.7505503585937
-897.8427025324097,454.7239129893701
-897.1070071332039,453.34321236425427
-897.8533189654864,454.9810938350923
-898.8880156814143,453.79970280613077
-899.4845849054476,454.46522393011304
-896.4623314437654,452.77562424266614
-897.1740404679103,455.3709371380993
-898.1458816164526,454.531992191195
-899.7529790521596,453.6688995466067
-896.8661775874671,453.73428570470537
-899.5679850684943,454.7902198648847
-896.1315672553059,453.2322665253912
-898.2365841101415,453.4928985751637
-897.6564623412478,452.67928805952766
-898.4335034333064,456.3962547497701
-898.0076387324581,452.901644063313
-898.2705435446045,455.2852114712422
-897.676839432487,453.76765657442445
-896.6107082212817,452.830804658713
-897.7021783752024,454.3159892428969
-898.2225209222244,452.9854416677385
-898.4890033028361,452.76017307620896
-898.8726709907644,456.14329956792415
-896.8903888392827,453.8364165429754
-898.199784899458,453.7563517250743
-897.4310472922531,453.6458041924907
-898.4913513408734,452.94257880608825
-897.8654651244115,453.5875585584624
-898.2491422505223,452.9074989017962
-897.3697900919805,454.6196094762786
-897.7309275419967,456.52751660050427
-897.531484714439,453.1927304595357
-896.5022852371953,453.6952549981555
-897.4912486168678,454.0325495491355
-896.8293103036683,453.6466107937863
-897.6119729386647,455.73872116892426
-897.5016385861932,454.1625958282805
-898.0152512472981,452.527533543337
-898.2679248525296,454.0309879390224
-899.9049199118081,455.41592673445655
-899.9185973479598,455.60376583980036
-897.5612844698362,455.46506337550403
-896.6457243286559,455.46305110057733
-898.823956564668,451.9201358003648
-897.0779111531367,454.9399306111051
-898.389857766588,454.0219090476851
-898.2689658526108,454.1347422567221
-898.4284902070639,454.5789412565039
-897.9224587341125,452.9439115842745
-899.7642682788879,455.9529240044734
-898.8326390511523,454.3241077261798
-898.488111267771,453.690921550535
-897.3773530944231,455.5268100353814
-896.8709580911972,452.89239741796825
-898.6845721876624,454.36763335067394
-896.2488275677846,452.2277468214119
-896.8209152518226,454.03473283714163
-898.3415075424721,453.6398382560114
-897.647975399227,454.59982181314064
-898.1702801230826,453.5417718386886
-898.510776326128,454.23772804259534
-897.1132649189509,452.7281212976269
-896.8253164832831,455.34517700356366
-896.8031420964909,454.5002987639299
-897.3144761803013,452.2596547128738
-897.118995640062,453.068220018732
-899.2109615987207,454.1972442286816
-897.2545739150244,453.3099160080114
-900.1215950642479,454.92377213109137
-897.3856201697575,455.6870524137708
-897.3149957555919,454.4126200747381
-900.0734651277547,453.3577936734551
-896.7089056805129,453.44394516091324
-896.3676460870731,452.4861172202103
-897.3409408397695,454.1566855955235
-898.2730233585315,452.3945033223084
-900.4398908280447,453.7058239609003
-898.6810538252142,455.61117142835025
-899.3029939124875,453.70276232535053
-897.7966057130212,454.90405654155785
-898.1370641004563,452.7048455558653
-898.7420514078626,455.7198665810903
-897.6256435300277,452.81207176260585
-898.2029592226614,454.41250784104983
-896.976310521379,454.08272769922706
-897.640747862976,452.8292716918726
-899.1488330004148,451.87164355909306
-899.3583733689143,454.22661596716785
-898.2409840689479,453.4989476688541
-899.3091102623305,452.81989857197595
-897.5974610218085,453.4691103349537
-897.9229308534755,452.9698047928138
-899.068059166523,451.41773470569257
-897.3172820107684,456.0614671756183
-895.3909271495365,454.11639722738335
-898.8072989933922,455.1282132757723
-898.7651950191439,455.0674290031365
-894.9262374332925,452.4317121456985
-898.1295147947013,453.5553085920844
-898.3006018158686,452.7200545481035
-896.4103931682727,454.9244098200523
-897.0871875759314,453.85270329353455
-898.9994794371639,452.31760489188093
-897.1027574655149,454.58605662365227
-897.7163585830821,454.38029487689613
-896.6540094038854,453.8428042047256
-898.1675140487451,454.05865454725244
-897.2033189289197,453.9935359791308
-898.3884184534863,454.1552094540666
-896.5332393483294,454.42218351510445
-898.2689792038104,453.22180476348035
-898.3684775810356,455.09556929393705
-897.0185067763534,451.73850697977565
-895.6828167991713,453.4118121092915
-898.320722812181,455.3090602836501
-898.2094145664636,453.10417355458895
-898.2980838001475,453.87579848132395
-896.9405790789202,454.2114266094019
-897.3794584070838,452.9589733185626
-895.0284331100114,453.2789488433024
-899.0007522333939,454.24997458880773
-897.3981365307765,453.7991810800887
-897.7604457690808,452.8222537857324
-898.6437880463329,453.13708128729405
-896.5671489927053,454.46199166169833
-896.4916112052265,454.54002340936194
-897.0470518053891,451.8298462744742
-895.8497427202349,453.8301708483339
-896.2690318136322,454.0155316812898
-898.7001501421121,452.70135532394636
-898.2894997495093,453.9201984770194
-896.8682237683464,454.12962348033176
-897.8327469711398,453.25995181808247
-899.6892643360003,455.73027950302435
-897.6404954532453,456.0032563178539
-897.5306483109316,455.4884470577308
-897.5161170669435,453.06363786711387
-897.5847414579796,452.30062906333234
-897.4848290377089,453.50978535370604
-896.2673239561111,452.74861581573117
-898.0299782779049,454.92714464741675
-899.3522395530994,453.5179277408878
-896.9127314981356,453.53389719832427
-898.7369189537236,455.0256372894447
-897.7524420589059,454.7925694973339
-898.1593916509486,453.5196228881877
-897.3913162126755,455.0997104408331
-897.2047359373665,456.17485542709716
-897.9581035052952,455.50716777459013
